zip_code,violation_type,offense,item_name,animal_id
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A193958
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A193958
80231,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193989
80231,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A193989
80231,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A193989
80231,ADMIN,8-61 COMP,LICENSE REQ - COMP,A193989
80231,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A193989
80231,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A139982
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194084
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A181065
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A137011
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194086
80010,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194090
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194091
80205,CITATION,8-16,LEASH LAW,A190495
80205,CITATION,8-51,ATTACK/ BITE,A190495
80205,CITATION,8-16,LEASH LAW,A190505
80205,CITATION,8-51,ATTACK/ BITE,A190505
80216,CITATION,8-55,PIT BULLS PRO,A192790
80216,CITATION,8-16,LEASH LAW,A193011
80216,CITATION,8-51,ATTACK/ BITE,A193011
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194106
80237,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194107
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194108
80111,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194109
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A058906
80211,CITATION,8-16,LEASH LAW,A193646
80211,CITATION,8-17,INTERFER,A193646
80224,CITATION,8-16,LEASH LAW,A194110
80224,CITATION,8-17,INTERFER,
80224,CITATION,8-16,LEASH LAW,A194111
80211,CITATION,8-51,ATTACK/ BITE,A192898
80205,CITATION,8-51,ATTACK/ BITE,A177995
80216,CITATION,8-16,LEASH LAW,A194112
80216,CITATION,8-51,ATTACK/ BITE,A194112
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A185587
80219,CITATION,8-16,LEASH LAW,A192301
80219,CITATION,8-51,ATTACK/ BITE,A192301
80205,CITATION,8-16,LEASH LAW,A180557
80205,CITATION,8-51,ATTACK/ BITE,A180557
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193835
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193838
80222,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A193835
80222,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A193838
80212,CITATION,8-51,ATTACK/ BITE,A193076
80249,CITATION,8-16,LEASH LAW,A143472
80249,CITATION,8-51,ATTACK/ BITE,A143472
,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194113
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A146271
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194175
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194177
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A071157
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194178
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194179
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194182
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194183
80203,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A179579
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A121430
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A167521
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A136262
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A056481
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A167860
80230,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194185
80230,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A089362
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194046
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194047
80123,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194187
80123,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194187
80123,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194187
80123,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194187
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193997
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194188
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194189
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194045
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194190
80249,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A179273
80249,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193946
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193945
80204,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A193945
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A144883
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194102
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194095
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194100
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194099
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194096
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A172328
80204,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A041588
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A041588
80204,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A041588
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A140579
80238,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A147317
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194207
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194208
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194208
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A188888
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194209
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194210
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194211
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194168
80013,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194213
80221,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194214
80221,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194214
80221,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194214
80221,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194214
80221,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194214
80221,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194214
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194215
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194216
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A174232
80246,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194217
80204,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A193743
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193743
80204,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A193743
80204,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A193743
80204,ADMIN,8-61 COMP,LICENSE REQ - COMP,A193743
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A158528
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A181826
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A158528
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A181826
80223,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A158528
80223,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A181826
80223,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A158528
80223,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A181826
80223,ADMIN,8-61 COMP,LICENSE REQ - COMP,A158528
80223,ADMIN,8-61 COMP,LICENSE REQ - COMP,A181826
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194180
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194180
80223,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194180
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194255
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194293
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194293
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194293
80224,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194294
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194295
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194295
80205,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A194295
80218,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194105
80218,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194105
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194296
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A128786
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194296
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A128786
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A100149
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A182714
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194297
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194298
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194300
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A026718
80224,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194301
80224,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194302
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194303
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A147782
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A145095
80465,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194326
80138,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194327
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194328
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A116914
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A159834
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194337
80219,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A194330
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194330
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194330
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194330
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A114068
80452,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194373
80231,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194397
80231,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194397
80235,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A188861
80239,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194455
80239,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194456
80239,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194457
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194458
80238,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194459
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194460
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194461
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194335
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194335
80216,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194335
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194462
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194463
80212,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194463
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194464
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A184188
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194465
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194466
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194467
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194469
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194470
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194472
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A052566
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194473
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A187183
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194474
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A187447
80211,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A187447
80021,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194479
80219,CITATION,8-51,ATTACK/ BITE,A072604
80219,CITATION,8-16,LEASH LAW,A193320
80219,CITATION,8-51,ATTACK/ BITE,A193320
80219,CITATION,8-16,LEASH LAW,A072604
80238,ADMIN,8-16,LEASH LAW,A194483
80238,ADMIN,8-16,LEASH LAW,A194484
80238,ADMIN,8-16,LEASH LAW,A194485
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A146118
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194491
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194493
80207,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194491
80207,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194493
80207,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194491
80207,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194493
80207,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194491
80207,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194493
80111,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A163085
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193942
80216,CITATION,8-16,LEASH LAW,A193551
80216,CITATION,8-51,ATTACK/ BITE,A193551
80226,CITATION,8-51,ATTACK/ BITE,A156504
80002,CITATION,8-55,PIT BULLS PRO,A193043
81210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194494
80212,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194495
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194496
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194497
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194498
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194499
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A183751
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A160142
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A160143
80239,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194500
80239,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194500
80239,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194500
80238,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A082499
80238,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A011221
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A154612
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194501
80220,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194501
80220,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194501
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194521
80302,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194523
80302,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194523
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194524
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194524
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A174367
80204,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A174367
80020,CITATION,8-16,LEASH LAW,A193693
80020,CITATION,8-51,ATTACK/ BITE,A193693
80239,CITATION,8-16,LEASH LAW,A193691
80239,CITATION,8-51,ATTACK/ BITE,A193691
80204,CITATION,8-16,LEASH LAW,A194532
80204,CITATION,8-32,FAILURE TO VACC,A194532
80204,CITATION,8-61,LICENSE REQ,A194532
80204,CITATION,8-16,LEASH LAW,A194539
80204,CITATION,8-32,FAILURE TO VACC,A194539
80204,CITATION,8-61,LICENSE REQ,A194539
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194530
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194531
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A193584
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194534
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194535
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194536
80202,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194538
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A179251
75075,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194540
80204,CITATION,8-131,CRUELTY,A193644
80204,CITATION,8-132,NEGLECT,A193644
80249,CITATION,8-17,INTERFER,A193438
80212,CITATION,8-16,LEASH LAW,A190390
80212,CITATION,8-51,ATTACK/ BITE,A190390
80209,CITATION,8-61,LICENSE REQ,A176338
80209,CITATION,8-71,SPAY / NEUTER,A176338
80209,CITATION,8-16,LEASH LAW,A176338
80209,CITATION,8-17,INTERFER,A176338
80209,CITATION,8-32,FAILURE TO VACC,A176338
80209,CITATION,8-47,EXCREMENT,A176338
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194528
80216,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194528
80216,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194528
80216,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194528
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194528
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A116830
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194545
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194546
80452,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194547
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194549
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194551
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194637
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194551
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194637
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194639
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194640
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194641
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194642
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A154215
80223,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A154215
80223,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A154215
80223,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,
80223,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,A154215
80205,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194631
80205,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194631
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194631
80205,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194631
80205,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194631
80223,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194759
80205,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194749
80207,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A195387
80207,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A195387
80207,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A195387
80207,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A195387
80207,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A195387
80207,ADMIN,8-61 COMP,LICENSE REQ - COMP,A195387
80207,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,A195387
80204,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194754
80477,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194762
80205,CITATION,8-16,LEASH LAW,A192790
80205,CITATION,8-51,ATTACK/ BITE,A192790
80222,CITATION,8-16,LEASH LAW,A194764
80222,CITATION,8-51,ATTACK/ BITE,A194764
80203,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194767
80223,CITATION,8-16,LEASH LAW,A193414
80223,CITATION,8-51,ATTACK/ BITE,A193414
80222,CITATION,8-131,CRUELTY,A193560
80222,CITATION,8-132,NEGLECT,A193560
80210,CITATION,8-16,LEASH LAW,A178410
80210,CITATION,8-17,INTERFER,A178410
80246,CITATION,8-51,ATTACK/ BITE,A152600
80239,CITATION,8-16,LEASH LAW,A309754
80239,CITATION,8-48,DAMAGE PROP,A309754
80239,CITATION,8-51,ATTACK/ BITE,A309754
80239,CITATION,8-16,LEASH LAW,A194807
80239,CITATION,8-51,ATTACK/ BITE,A194807
80205,CITATION,8-51,ATTACK/ BITE,A194816
80205,CITATION,8-121,QUARANTINE,A194816
80218,CITATION,8-16,LEASH LAW,A194105
80218,CITATION,8-51,ATTACK/ BITE,A194105
80123,CITATION,8-46,BARKING DOG,A194187
80205,CITATION,8-51,ATTACK/ BITE,A194831
80219,CITATION,8-16,LEASH LAW,A193709
80219,CITATION,8-51,ATTACK/ BITE,A193709
80204,CITATION,8-16,LEASH LAW,A194840
80204,CITATION,8-51,ATTACK/ BITE,A194840
80209,CITATION,8-16,LEASH LAW,A194168
80209,CITATION,8-61,LICENSE REQ,A194168
80249,CITATION,8-16,LEASH LAW,A194860
80249,CITATION,8-51,ATTACK/ BITE,A194860
80219,CITATION,8-46,BARKING DOG,A194330
80231,CITATION,8-16,LEASH LAW,A194397
80231,CITATION,8-51,ATTACK/ BITE,A194397
80223,CITATION,8-16,LEASH LAW,A073027
80223,CITATION,8-51,ATTACK/ BITE,A073027
80223,CITATION,8-16,LEASH LAW,A100625
80223,CITATION,8-51,ATTACK/ BITE,A100625
80218,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194885
80013,CITATION,8-16,LEASH LAW,A194213
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194915
80209,ADMIN,8-36 (1ST),FAILURE TO DISPLAY VACC,A194915
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A185226
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194917
80210,ADMIN,8-16 (3RD),LEASH LAW - 3RD,A147547
80209,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A115358
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194920
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194921
80216,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194922
80216,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194920
80216,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194921
80216,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194922
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194343
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194529
80014,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194927
80231,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194928
80239,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194390
80219,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194787
80219,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,A194787
80013,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194784
80013,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194784
80218,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194699
80218,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194699
80227,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194623
80227,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194623
80227,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194623
80126,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194525
80126,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194525
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194596
80219,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194596
80219,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194596
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194937
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194771
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194771
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194976
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194977
80211,ADMIN,8-70/71 (1ST),SPAY / NEUTER - 1ST,A194438
80211,ADMIN,8-70/71 COMP,SPAY / NEUTER - COMP,
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194385
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194346
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194346
80232,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194981
80222,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A077235
80206,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A191893
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A173987
80209,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194945
80209,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194945
80209,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194945
80209,ADMIN,8-32 RSCND,FAILTOVAC-RESCISSION,A194945
80223,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A165887
80223,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A165887
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A141598
80219,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194983
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A141598
80219,ADMIN,8-32 (1ST),FAILURE TO VAC - 1ST,A194983
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A141598
80219,ADMIN,8-61 (1ST),LICENSE REQ - 1ST,A194983
80219,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A141598
80219,ADMIN,8-32 COMP,FAILURE TO VAC -COMP,A194983
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A141598
80219,ADMIN,8-61 COMP,LICENSE REQ - COMP,A194983
80211,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A132721
80230,ADMIN,8-16 (2ND),LEASH LAW - 2ND,A191747
80220,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A103224
80210,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A152301
80216,ADMIN,8-16 (1ST),LEASH LAW - 1ST,A194987
