NBHD_NAME,TTL_POPULATION_ALL,HISPANIC_OR_LATINO,WHITE,BLACK,NATIVE_AMERICAN,ASIAN,HAWAIIAN_PI,OTHER_RACE,TWO_OR_MORE,PCT_HISPANIC,PCT_WHITE,PCT_BLACK,PCT_NATIVEAM,PCT_ASIAN,PCT_HAWAIIANPI,PCT_OTHERRACE,PCT_TWOORMORE_RACES,MALE,FEMALE,AGE_LESS_5,AGE_5_TO_9,AGE_10_TO_14,AGE_15_TO_17,AGE_0_TO_9,AGE_10_TO_19,AGE_20_TO_29,AGE_30_TO_39,AGE_40_TO_49,AGE_50_TO_59,AGE_60_TO_69,AGE_70_TO_79,AGE_80_PLUS,AGELESS18,AGE65PLUS,PCT_AGELESS18,PCT_AGE65PLUS,MEDIAN_AGE_ALL,MEDIAN_AGE_MALE,MEDIAN_AGE_FEMALE,TTL_AGE_3_PLUS_ENRSTATUS,ENROLLED_IN_SCHOOL,NURSERY_OR_PRESCHOOL,KINDERGARTEN,GRADES_5_TO_8,GRADES_9_TO_12,COLLEGE_UNDERGRADUATE,GRADUATE_SCHOOL,NOT_ENROLLED,TOTAL_COMMUTERS,COMMUTE_LESS_15,COMMUTE_15_TO_30,COMMUTE_30_TO_45,COMMUTE_45_TO_60,COMMUTE_60_PLUS,TTLPOP_25PLUS_EDU,LESS_THAN_HS_DIPLOMA_EDU,HSGRAD_OR_EQUIV_EDU,SOMECOLLEGE_OR_AA_EDU,BACHELORS_OR_HIGHER_EDU,TTLPOP_5PLUS_LNG,ONLY_ENGLISH_LNG,SPANISH_LNG,FRENCH_LNG,FRENCH_CREOLE_LNG,ITALIAN_LNG,PORTUGESE_LNG,GERMAN_LNG,YIDDISH_LNG,OTHER_W_GERMAN_LNG,SCANDINAVIAN_LNG,GREEK_LNG,RUSSIAN_LNG,POLISH_LNG,SERBO_CROATIAN_LNG,OTHER_SLAVIC_LNG,ARMENIAN_LNG,PERSIAN_LNG,GUJARATI_LNG,HINDI_LNG,URDU_LNG,OTHER_INDIC_LNG,OTHER_INDO_EUR_LNG,CHINESE_LNG,JAPANESE_LNG,KOREAN_LNG,MON_KHMR_CMBDN_LNG,HMONG_LNG,THAI_LNG,LAOTIAN_LNG,VIETNAMESE_LNG,OTHER_ASIAN_LNG,TAGALOG_LNG,OTHER_PACIS_LNG,NAVAJO_LNG,OTHER_NATAM_LNG,HUNGARIAN_LNG,ARABIC_LNG,HEBREW_LNG,AFRICAN_ALL_LNG,ALL_OTHER_LNG,TTL_HOUSING_UNITS,OCCUPIED_HU,VACANT_HU,OWNER_OCCUPIED_HU,RENTER_OCCUPIED_HU,TTL_HOUSEHOLDS,FAMILY_HOUSEHOLDS,MARRIED_COUPLE_FAMILY,OTHER_FAMILY,MALE_HHLDR_NO_WIFE_PRESENT,FEMALE_HHLDR_NO_HSBND_PRESENT,NONFAMILY_HOUSEHOLD,HOUSEHOLDER_ALONE,HOUSEHOLDER_NOT_ALONE,HH_INC_LESS_10000,HH_INC_10000_14999,HH_INC_15000_19999,HH_INC_20000_24999,HH_INC_25000_29999,HH_INC_30000_34999,HH_INC_35000_39999,HH_INC_40000_44999,HH_INC_45000_49999,HH_INC_50000_59999,HH_INC_60000_74999,HH_INC_75000_99999,HH_INC_100000_124999,HH_INC_125000_149999,HH_INC_150000_199999,HH_INC_OVER_200000,MED_HH_INCOME,MED_FAMILY_INCOME,PER_CAPITA_INCOME,AVG_HH_INC,AVG_FAM_INCOME,MEDIAN_EARNINGS,MEDIAN_EARN_MALE,MEDIAN_EARN_FEMALE,MEDEARN_LESSHS,MEDEARN_HIGHSCHOOL,MEDEARN_SOMECOLLEGE,MEDEARN_BACHELORS,MEDEARN_GRAD_PROFESSIONAL,MED_YR_STRUCTURE_BUILT,BUILT_2010_OR_LATER,BUILT_2000_2009,BUILT_1990_1999,BUILT_1980_1989,BUILT_1970_1979,BUILT_1960_1969,BUILT_1950_1959,BUILT_1940_1949,BUILT_1939_OR_EARLIER,MED_CONTRACT_RENT,MED_GROSS_RENT,MEDIAN_HOME_VALUE,NATIVE_BORN,FOREIGN_BORN_FB,EUROPE_FB,NORTHERN_EUROPE_FB,WESTERN_EUROPE_FB,SOUTHERN_EUROPE_FB,EASTERN_EUROPE_FB,ASIA_FB,EASTERN_ASIA_FB,SOUTH_CENTRAL_ASIA_FB,SOUTH_EASTERN_ASIA_FB,WESTERN_ASIA_FB,AFRICA_FB,EASTERN_AFRICA_FB,MIDDLE_AFRICA_FB,NORTHERN_AFRICA_FB,SOUTHERN_AFRICA_FB,WESTERN_AFRICA_FB,OCEANIA_FB,AMERICAS_FB,LATIN_AMERICA_FB,CARRIBEAN_FB,CENTRAL_AMERICA_FB,SOUTH_AMERICA_FB,NORTH_AMERICA_FB,PCT_POVERTY,PCT_FAM_POVERTY
Villa Park,8884.0,6592.0,2011.0,113.0,65.0,56.0,0.0,0.0,47.0,74.23,22.67,1.28,0.73,0.56,0.0,0.0,0.52,4621.0,4263.0,786.0,863.0,629.0,269.0,1649.0,1088.0,1762.0,1436.0,1087.0,889.0,573.0,227.0,173.0,2547.0,648.0,28.44,7.32,30.3,29.25,32.95,8404.0,2232.0,179.0,177.0,434.0,417.0,312.0,48.0,6172.0,3706.0,68.0,1451.0,1064.0,255.0,329.0,5432.0,2200.0,1473.0,1061.0,698.0,8098.0,4074.0,3914.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,13.0,0.0,9.0,0.0,0.0,37.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3152.0,2957.0,195.0,1022.0,1935.0,2957.0,1771.0,1049.0,722.0,206.0,516.0,1186.0,837.0,349.0,467.0,228.0,37.0,205.0,220.0,194.0,143.0,201.0,127.0,273.0,198.0,235.0,93.0,87.0,37.0,0.0,31054.0,38495.5,14724.42,41865.26,46406.39,24368.0,26341.0,18837.0,18612.0,28923.0,25889.5,31436.0,23472.0,1954.5,10.0,291.0,72.0,160.0,308.0,223.0,1250.0,333.0,505.0,764.0,877.0,131050.0,6287.0,2597.0,38.0,0.0,0.0,0.0,38.0,65.0,10.0,46.0,9.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,2487.0,2487.0,7.0,2480.0,0.0,0.0,32.15,25.39
Belcaro,4638.0,172.0,4398.0,33.0,0.0,35.0,0.0,0.0,0.0,3.71,94.83,0.71,0.0,0.75,0.0,0.0,0.0,2314.0,2324.0,184.0,329.0,173.0,38.0,513.0,211.0,263.0,478.0,869.0,777.0,891.0,338.0,298.0,724.0,1010.0,15.61,21.78,49.5,53.8,45.3,4511.0,725.0,115.0,47.0,137.0,38.0,95.0,68.0,3786.0,2356.0,29.0,1177.0,491.0,20.0,41.0,3819.0,84.0,204.0,602.0,2929.0,4454.0,4024.0,61.0,35.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,175.0,63.0,0.0,0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2426.0,2277.0,149.0,1803.0,474.0,2277.0,1312.0,1170.0,142.0,64.0,78.0,965.0,828.0,137.0,44.0,17.0,231.0,13.0,0.0,0.0,18.0,73.0,17.0,45.0,253.0,296.0,356.0,179.0,231.0,735.0,126083.0,165172.0,89838.25,181975.45,210687.42,73382.0,97120.0,59312.0,,40078.0,36528.0,97537.0,88710.0,1965.0,17.0,572.0,235.0,79.0,86.0,412.0,544.0,208.0,273.0,1742.0,1747.0,681900.0,4222.0,416.0,237.0,78.0,62.0,0.0,97.0,18.0,0.0,18.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,18.0,127.0,21.0,0.0,21.0,0.0,106.0,2.7,0.0
Washington Park,7087.0,429.0,6314.0,29.0,0.0,217.0,0.0,42.0,56.0,4.92,90.8,0.52,0.0,2.73,0.0,0.44,0.59,3368.0,3719.0,583.0,331.0,229.0,77.0,914.0,378.0,1030.0,1169.0,1047.0,978.0,1024.0,322.0,225.0,1220.0,1034.0,16.37,16.6,41.35,40.6,41.95,6731.0,1281.0,244.0,49.0,203.0,120.0,196.0,262.0,5450.0,3481.0,17.0,1637.0,409.0,95.0,70.0,5516.0,43.0,297.0,769.0,4407.0,6504.0,6070.0,105.0,56.0,0.0,24.0,12.0,47.0,0.0,54.0,63.0,10.0,8.0,0.0,0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,7.0,18.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3514.0,3255.0,259.0,2426.0,829.0,3255.0,1806.0,1575.0,231.0,118.0,113.0,1449.0,1099.0,350.0,156.0,60.0,330.0,57.0,90.0,74.0,41.0,96.0,89.0,269.0,228.0,385.0,367.0,175.0,330.0,767.0,94470.0,151422.5,70253.17,146460.16,203882.14,54346.5,77357.0,48751.0,,33608.0,43359.5,67031.5,76125.0,1950.5,52.0,277.0,90.0,110.0,459.0,134.0,166.0,190.0,2036.0,1268.0,1407.0,539400.0,6737.0,350.0,155.0,17.0,85.0,31.0,22.0,85.0,70.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,58.0,14.0,13.0,31.0,52.0,6.35,3.11
Washington Park West,6999.0,484.0,6050.0,97.0,25.0,108.0,0.0,0.0,235.0,6.85,86.13,1.47,0.43,1.46,0.0,0.0,3.67,3640.0,3359.0,420.0,305.0,76.0,49.0,725.0,177.0,1457.0,1796.0,1191.0,717.0,618.0,182.0,136.0,850.0,567.0,11.96,8.15,35.9,35.1,36.15,6760.0,1159.0,243.0,53.0,56.0,71.0,270.0,269.0,5601.0,4331.0,9.0,1902.0,968.0,302.0,295.0,5894.0,190.0,470.0,1227.0,4007.0,6579.0,6324.0,157.0,37.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3565.0,3461.0,104.0,2105.0,1356.0,3461.0,1471.0,1145.0,326.0,102.0,224.0,1990.0,1376.0,614.0,163.0,137.0,377.0,109.0,76.0,70.0,106.0,194.0,129.0,192.0,320.0,544.0,285.0,273.0,377.0,418.0,77925.5,99922.0,53357.54,104569.74,132082.91,46834.5,52046.5,44740.0,32227.0,24738.0,27820.5,47844.0,71807.5,1939.0,22.0,183.0,52.0,80.0,154.0,128.0,227.0,155.0,2564.0,1025.0,1137.5,416200.0,6804.0,195.0,104.0,56.0,28.0,0.0,20.0,60.0,8.0,9.0,43.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,21.0,12.0,0.0,0.0,12.0,9.0,8.65,4.4
Speer,11670.0,1135.0,9928.0,160.0,21.0,220.0,0.0,47.0,159.0,9.74,84.94,1.32,0.2,2.03,0.0,0.37,1.4,5876.0,5794.0,331.0,245.0,201.0,34.0,576.0,253.0,3667.0,2980.0,1529.0,1071.0,938.0,282.0,374.0,811.0,951.0,7.25,8.14,33.13,34.97,31.8,11453.0,1843.0,144.0,44.0,162.0,64.0,517.0,747.0,9610.0,7962.0,236.0,3707.0,1566.0,333.0,367.0,10001.0,294.0,673.0,2121.0,6913.0,11339.0,10199.0,667.0,35.0,0.0,24.0,13.0,95.0,0.0,16.0,29.0,28.0,0.0,0.0,54,0.0,0.0,16.0,24.0,17.0,0.0,0.0,0.0,19.0,35.0,18.0,0.0,0.0,0.0,0.0,14.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7979.0,7479.0,500.0,1972.0,5507.0,7479.0,1326.0,966.0,360.0,125.0,235.0,6153.0,4663.0,1490.0,459.0,406.0,300.0,441.0,464.0,525.0,340.0,407.0,430.0,702.0,825.0,602.0,618.0,411.0,300.0,342.0,54158.33,96684.67,47323.22,74630.48,121596.62,40345.67,44555.67,38316.0,16131.0,31343.5,33717.0,46387.67,54140.33,1952.33,85.0,120.0,282.0,556.0,1302.0,1489.0,901.0,409.0,2835.0,849.33,904.0,336166.67,10965.0,705.0,245.0,64.0,52.0,28.0,101.0,146.0,29.0,44.0,50.0,23.0,13.0,0.0,0.0,0.0,13.0,0.0,0.0,301.0,280.0,47.0,206.0,27.0,21.0,11.63,4.29
Cherry Creek,5988.0,289.0,5382.0,23.0,0.0,220.0,0.0,0.0,74.0,4.83,89.88,0.38,0.0,3.67,0.0,0.0,1.24,2620.0,3368.0,240.0,159.0,149.0,30.0,399.0,234.0,668.0,822.0,898.0,955.0,1211.0,499.0,302.0,578.0,1402.0,9.65,23.41,49.4,48.7,50.3,5822.0,599.0,104.0,28.0,149.0,39.0,74.0,104.0,5223.0,3003.0,84.0,1357.0,624.0,14.0,67.0,5111.0,213.0,333.0,727.0,3838.0,5748.0,5034.0,91.0,84.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0,0.0,0.0,121.0,0.0,0.0,0.0,9.0,13.0,63.0,17.0,18.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,37.0,0.0,0.0,0.0,4301.0,3942.0,359.0,1783.0,2159.0,3942.0,1368.0,1096.0,272.0,155.0,117.0,2574.0,2367.0,207.0,355.0,137.0,497.0,124.0,57.0,53.0,88.0,122.0,171.0,297.0,154.0,255.0,379.0,100.0,497.0,931.0,89840.0,198750.0,98876.22,149753.86,251283.63,76191.0,114015.0,55059.0,,41509.0,45781.0,86806.0,92981.0,1989.0,99.0,915.0,1042.0,907.0,438.0,157.0,273.0,109.0,361.0,1190.0,1263.0,605400.0,5272.0,716.0,300.0,65.0,42.0,27.0,166.0,212.0,39.0,69.0,67.0,37.0,30.0,0.0,0.0,0.0,30.0,0.0,76.0,98.0,38.0,13.0,0.0,25.0,60.0,9.7,4.24
Country Club,3089.0,80.0,2802.0,0.0,51.0,57.0,0.0,0.0,99.0,2.59,90.71,0.0,1.65,1.85,0.0,0.0,3.2,1359.0,1730.0,198.0,192.0,214.0,101.0,390.0,361.0,207.0,431.0,529.0,456.0,508.0,190.0,17.0,705.0,439.0,22.82,14.21,43.4,45.3,41.4,2991.0,769.0,107.0,10.0,174.0,112.0,116.0,79.0,2222.0,1488.0,8.0,616.0,188.0,67.0,57.0,2221.0,7.0,86.0,209.0,1919.0,2891.0,2706.0,85.0,25.0,0.0,0.0,8.0,0.0,0.0,0.0,7.0,27.0,0.0,0.0,0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1392.0,1342.0,50.0,1090.0,252.0,1342.0,797.0,733.0,64.0,28.0,36.0,545.0,396.0,149.0,10.0,23.0,105.0,30.0,11.0,47.0,15.0,28.0,43.0,124.0,24.0,128.0,156.0,71.0,105.0,527.0,129706.0,222917.0,95342.51,217437.18,280138.77,67326.0,104154.0,47094.0,,26250.0,31250.0,73049.0,104559.0,1939.0,0.0,25.0,24.0,13.0,19.0,64.0,65.0,88.0,1094.0,1172.0,1172.0,729600.0,2955.0,134.0,36.0,17.0,8.0,11.0,0.0,78.0,68.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,11.0,9.0,0.0,2.5,0.0
Congress Park,10538.0,764.0,8652.0,548.0,42.0,195.0,7.0,27.0,303.0,7.14,82.25,5.14,0.39,1.97,0.05,0.34,2.71,5037.0,5501.0,559.0,466.0,220.0,118.0,1025.0,406.0,2588.0,2431.0,1486.0,1119.0,996.0,305.0,182.0,1363.0,801.0,13.18,7.57,35.27,36.27,34.03,10187.0,2062.0,221.0,96.0,213.0,142.0,469.0,576.0,8125.0,6533.0,134.0,3182.0,1178.0,218.0,159.0,8033.0,168.0,358.0,1483.0,6024.0,9979.0,9165.0,359.0,96.0,0.0,31.0,0.0,72.0,0.0,0.0,5.0,0.0,10.0,0.0,8,0.0,0.0,0.0,24.0,12.0,0.0,21.0,77.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6007.0,5769.0,238.0,2701.0,3068.0,5769.0,1911.0,1622.0,289.0,94.0,195.0,3858.0,3078.0,780.0,424.0,351.0,386.0,216.0,359.0,374.0,183.0,274.0,240.0,302.0,412.0,508.0,544.0,427.0,386.0,497.0,69023.33,123356.0,51330.6,95329.94,151249.63,45372.0,52267.33,42137.0,10000.0,17689.67,33632.33,48676.33,70779.67,1945.67,25.0,360.0,219.0,170.0,532.0,680.0,597.0,303.0,3121.0,951.33,1057.33,417200.0,10084.0,454.0,69.0,34.0,27.0,0.0,8.0,135.0,49.0,54.0,32.0,0.0,92.0,37.0,0.0,0.0,55.0,0.0,9.0,149.0,45.0,0.0,32.0,13.0,104.0,10.7,2.09
City Park,2864.0,349.0,2230.0,143.0,5.0,93.0,10.0,13.0,21.0,12.19,77.86,4.99,0.17,3.25,0.35,0.45,0.73,1175.0,1689.0,169.0,94.0,30.0,19.0,263.0,58.0,680.0,783.0,296.0,244.0,319.0,108.0,113.0,312.0,345.0,10.89,12.05,35.0,35.9,33.3,2766.0,439.0,65.0,7.0,30.0,19.0,146.0,106.0,2327.0,1854.0,50.0,839.0,346.0,194.0,55.0,2306.0,61.0,131.0,412.0,1702.0,2695.0,2422.0,143.0,18.0,0.0,0.0,10.0,9.0,0.0,0.0,9.0,0.0,0.0,17.0,0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1763.0,1542.0,221.0,704.0,838.0,1542.0,547.0,434.0,113.0,10.0,103.0,995.0,735.0,260.0,109.0,140.0,102.0,54.0,53.0,49.0,43.0,31.0,90.0,121.0,166.0,154.0,183.0,94.0,102.0,74.0,60500.0,101042.0,42166.45,75256.49,111559.96,40373.0,56509.0,33583.0,,19375.0,29808.0,46250.0,49679.0,1962.0,6.0,635.0,70.0,29.0,26.0,138.0,56.0,96.0,707.0,868.0,903.0,337200.0,2730.0,134.0,26.0,9.0,7.0,0.0,10.0,45.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,38.0,0.0,28.0,10.0,17.0,11.0,6.22
West Colfax,9277.0,4849.0,3351.0,730.0,202.0,88.0,0.0,0.0,57.0,52.33,36.71,7.4,2.03,0.89,0.0,0.0,0.64,4402.0,4875.0,969.0,560.0,386.0,197.0,1529.0,838.0,1905.0,1305.0,1150.0,1121.0,594.0,546.0,289.0,2112.0,1017.0,22.15,11.77,32.2,31.7,34.5,8598.0,2042.0,192.0,79.0,294.0,396.0,510.0,92.0,6556.0,3700.0,98.0,1585.0,742.0,103.0,257.0,6052.0,1733.0,1567.0,1481.0,1271.0,8308.0,5156.0,2621.0,5.0,0.0,0.0,0.0,23.0,7.0,9.0,0.0,0.0,17.0,0.0,0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,30.0,0.0,0.0,106.0,11.0,280.0,0.0,4058.0,3773.0,285.0,971.0,2802.0,3773.0,1767.0,943.0,824.0,198.0,626.0,2006.0,1513.0,493.0,813.0,225.0,66.0,323.0,252.0,132.0,225.0,184.0,154.0,245.0,197.0,283.0,79.0,62.0,66.0,67.0,25798.5,32318.0,20171.91,45431.5,58327.22,23223.5,25617.5,19178.5,19067.5,25918.0,24987.0,41248.0,49992.5,1964.0,109.0,229.0,240.0,231.0,762.0,549.0,842.0,300.0,796.0,665.5,724.0,226050.0,7170.0,2107.0,141.0,46.0,61.0,0.0,34.0,94.0,0.0,18.0,7.0,69.0,342.0,303.0,0.0,25.0,14.0,0.0,0.0,1530.0,1507.0,13.0,1482.0,12.0,23.0,38.25,30.94
West Highland,8818.0,1379.0,6941.0,310.0,19.0,67.0,0.0,16.0,86.0,15.53,78.67,3.68,0.21,0.73,0.0,0.17,1.02,4540.0,4278.0,678.0,349.0,152.0,281.0,1027.0,490.0,1417.0,2224.0,1236.0,976.0,780.0,489.0,179.0,1460.0,957.0,16.75,10.91,35.8,37.95,34.55,8275.0,1439.0,143.0,51.0,145.0,288.0,279.0,272.0,6836.0,4909.0,168.0,1943.0,1128.0,562.0,306.0,7094.0,400.0,883.0,1332.0,4479.0,8140.0,7134.0,771.0,25.0,0.0,61.0,0.0,12.0,0.0,0.0,15.0,0.0,0.0,9.0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,41.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4388.0,4174.0,214.0,2611.0,1563.0,4174.0,1870.0,1480.0,390.0,143.0,247.0,2304.0,1663.0,641.0,96.0,170.0,382.0,249.0,228.0,213.0,138.0,204.0,93.0,125.0,328.0,637.0,428.0,334.0,382.0,477.0,80789.0,109798.5,52570.04,106184.22,126622.78,47735.0,56710.0,41808.5,13857.0,51146.0,36367.5,51897.0,77734.5,1942.5,10.0,606.0,52.0,164.0,167.0,83.0,382.0,445.0,2479.0,958.5,1034.5,348300.0,8372.0,446.0,148.0,121.0,9.0,18.0,0.0,60.0,47.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,196.0,0.0,166.0,30.0,42.0,8.9,5.89
Sloan Lake,7625.0,2071.0,4544.0,667.0,6.0,131.0,10.0,0.0,196.0,23.73,65.9,6.05,0.16,1.34,0.26,0.0,2.58,3347.0,4278.0,489.0,378.0,250.0,272.0,867.0,608.0,1026.0,1771.0,1168.0,849.0,672.0,349.0,315.0,1389.0,921.0,17.02,11.06,36.45,38.4,34.65,7305.0,1577.0,158.0,95.0,173.0,370.0,254.0,284.0,5728.0,4142.0,68.0,1907.0,944.0,211.0,168.0,5877.0,583.0,1001.0,984.0,3309.0,7136.0,6033.0,893.0,55.0,0.0,19.0,0.0,13.0,0.0,5.0,0.0,0.0,0.0,36.0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3793.0,3724.0,69.0,2178.0,1546.0,3724.0,1629.0,1132.0,497.0,105.0,392.0,2095.0,1643.0,452.0,261.0,396.0,240.0,155.0,222.0,101.0,200.0,101.0,131.0,163.0,266.0,329.0,429.0,205.0,240.0,360.0,66592.5,98062.5,46721.99,93024.47,124581.01,45978.0,61697.0,40371.0,23359.0,23620.0,33660.5,56330.5,77753.0,1951.0,18.0,117.0,148.0,177.0,639.0,183.0,667.0,421.0,1423.0,806.5,852.0,341950.0,7100.0,525.0,93.0,31.0,31.0,0.0,31.0,87.0,18.0,6.0,58.0,0.0,17.0,0.0,0.0,17.0,0.0,0.0,0.0,328.0,291.0,30.0,261.0,0.0,37.0,17.3,11.28
Berkeley,8423.0,2542.0,5532.0,65.0,15.0,151.0,0.0,15.0,103.0,29.56,66.38,0.82,0.14,1.41,0.0,0.25,1.45,4267.0,4156.0,512.0,279.0,266.0,210.0,791.0,573.0,1247.0,1829.0,1351.0,1104.0,914.0,324.0,290.0,1267.0,973.0,14.85,11.87,38.6,38.5,40.05,8044.0,1307.0,91.0,105.0,189.0,299.0,270.0,216.0,6737.0,4303.0,85.0,1923.0,1028.0,373.0,153.0,6772.0,452.0,1378.0,1664.0,3278.0,7911.0,6845.0,913.0,32.0,0.0,0.0,0.0,32.0,0.0,24.0,0.0,0.0,11.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4394.0,4139.0,255.0,2742.0,1397.0,4139.0,1978.0,1511.0,467.0,121.0,346.0,2161.0,1656.0,505.0,266.0,186.0,261.0,155.0,167.0,230.0,123.0,162.0,207.0,354.0,429.0,420.0,481.0,366.0,261.0,236.0,63756.5,87815.5,41790.62,83210.31,102403.89,42767.0,45613.0,41455.5,36078.0,26480.5,40072.0,59179.5,64916.0,1939.0,77.0,181.0,24.0,159.0,157.0,181.0,476.0,409.0,2730.0,764.5,838.5,306300.0,7897.0,526.0,56.0,9.0,39.0,0.0,8.0,35.0,35.0,0.0,0.0,0.0,62.0,62.0,0.0,0.0,0.0,0.0,32.0,341.0,303.0,0.0,281.0,22.0,38.0,9.25,2.98
Regis,4364.0,1232.0,2692.0,98.0,0.0,289.0,8.0,0.0,45.0,28.23,61.69,2.25,0.0,6.62,0.18,0.0,1.03,2274.0,2090.0,179.0,196.0,124.0,112.0,375.0,704.0,757.0,827.0,438.0,511.0,446.0,192.0,114.0,611.0,439.0,14.0,10.06,34.0,34.0,34.0,4262.0,1401.0,30.0,80.0,102.0,143.0,872.0,59.0,2861.0,2142.0,120.0,918.0,473.0,186.0,76.0,2786.0,226.0,698.0,938.0,924.0,4185.0,3638.0,296.0,12.0,0.0,21.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,155.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0,1681.0,13.0,1230.0,451.0,1681.0,820.0,541.0,279.0,131.0,148.0,861.0,597.0,264.0,64.0,78.0,45.0,100.0,66.0,126.0,68.0,97.0,100.0,108.0,128.0,268.0,242.0,35.0,45.0,58.0,52132.0,79375.0,27536.09,67438.31,84599.39,27093.0,27179.0,27031.0,9643.0,28068.0,40000.0,50323.0,65742.0,1950.0,0.0,40.0,31.0,65.0,70.0,216.0,426.0,149.0,697.0,841.0,938.0,232900.0,4110.0,254.0,42.0,10.0,32.0,0.0,0.0,122.0,12.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,69.0,57.0,0.0,15.0,42.0,12.0,17.8,11.95
